text	topic	parent_L1
See also Edict of toleration French Wars of Religion Persecution of Huguenots under Louis XV Religions in France Temple of the Holy Spirit, Besançon References Baird, Henry Martyn.	Freedom of religion	Religion
The Constitution of Bangladesh includes secularism as one of the four fundamental principles, despite having Islam as the state religion by 2A.	Freedom of religion	Religion
The French commission Stasi is a commission set up to reflect upon the application of the laïcité principle.	Freedom of religion	Religion
Sean Faircloth, a five-term Maine state legislator, served as Executive Director between 2009 and 2011.	Freedom of religion	Religion
There is a searchable archive of reports, including religious freedom surveys of countries and regions, and personal commentaries on religious freedom issues.	Freedom of religion	Religion
In three pages of the decision, it is reported that the Public Ministry did not provide evidence that there was "opposition to the statements inscribed on the banknote within the social sphere".	Freedom of religion	Religion
According to the Criminal Code, individuals caught proselytizing on behalf of an organization, society, or foundation, for any religion other than Islam, may be sentenced to a prison term of up to 10 years.	Freedom of religion	Religion
Moreover, any discrimination based on a citizen's religious belief is strictly forbidden by Article 11 : (1) All citizens shall be equal before the law, and there shall be no discrimination in political, economic, social, or cultural life on account of sex, religion, or social status.	Freedom of religion	Religion
The Articles Declaratory of the Constitution of the Church of Scotland – often known as the Declaratory Articles - were drawn up early in the 20th century to facilitate the union of the Church of Scotland and the United Free Church of Scotland.	Freedom of religion	Religion
As of November 2010, parliament was reportedly in the process of revising the Penal Code to include conversions "by force or allurement." The Marriage Act of 1980, as amended in 1996, addresses questions of family law subjects such as marriage, divorce, adoption, and child custody.	Freedom of religion	Religion
A board of directors was established for each corporation consisting of O'Hair, her son, Jon Murray, president for life of American Atheists, her adopted granddaughter, Robin Murray O'Hair, and two other members of AA.	Freedom of religion	Religion
See also Religion in Bhutan Christianity in Bhutan Human rights in Bhutan Bhutanese refugees Notes == References ==	Freedom of religion	Religion
Historical perspectives The intolerance, and even the active persecution of religious minorities (sometimes religious majorities as in modern Bahrain or the Pre-Dutch Indonesian kingdoms), has a long history.	Freedom of religion	Religion
This and other acts of the civil status of persons are the exclusive competence of officials and authorities of civil order, under the terms provided by law, and will have the force and validity that they attribute to them.	Freedom of religion	Religion
After Philippine independence was recognized by the United States, the inclusion of Rizal's novels Noli me tangere and El filibusterismo in the country's formal-education curricula was strongly opposed by the domestic Catholic Church hierarchy.	Freedom of religion	Religion
In some areas unauthorized churches have generally been allowed to conduct services without hindrance by local authorities.	Freedom of religion	Religion
Status of religious freedom Legal and policy framework The Constitution provides for freedom of religion, and the government generally respected this right in practice.	Freedom of religion	Religion
Thus, there cannot be said that any religious organization is more legitimate than other in Korea, from a legal point of view.	Freedom of religion	Religion
Sunni Islam and Judaism are the only religions recognized by the Moroccan constitution as native to the country, with all other religions being considered "foreign".	Freedom of religion	Religion
In reality, 99.1% are Sunni Muslims, although there are a very few non-Muslims (approximately 0.9%).	Freedom of religion	Religion
On 5 March 2007, a law enforcement official showed Forum 18 reporters a letter from SARA requesting that the police end the Karakulja Baptist church activities.	Freedom of religion	Religion
Their trials ended on 5 August 2019, and the men were sentenced to prison time, ranging from 5–8 years.	Freedom of religion	Religion
The 19th century saw a slow liberalization of religious laws, with Christian minority denominations inching towards equal footing with the Catholic Church, although Catholicism remained the state religion.	Freedom of religion	Religion
The freedom of religion report in 2007 by US Department of State also stated that "Turkish Cypriot authorities generally respected this right in practice" and the practice of religion was generally free.	Freedom of religion	Religion
In Nazi Germany, smaller religious minorities such as the Jehovah's Witnesses and the Baháʼí Faith were banned in Germany, while the eradication of Judaism was attempted along with the genocide of its adherents.	Freedom of religion	Religion
One Buddhist temple known as "Chamsen" which exists since 1996 to serves the local small Buddhist community.	Freedom of religion	Religion
The initial version of the Austrittgesetz exempted Jews, who were not permitted to leave Judaism as a religion, even if they left the community of one's birth.	Freedom of religion	Religion
Documentary evidence on the life of Edward Hart In 1789 all the records of the town of Flushing were destroyed in a fire and in 1911 a fire caused serious damage to the manuscripts of the New Netherland colony.	Freedom of religion	Religion
Government Response The protests caused political upheaval, contributing to the fall of the Maurice Rouvier government on March 7, 1906.	Freedom of religion	Religion
Status of religious freedom Islam is generally considered to be the essential cohesive element unifying the country's various ethnic groups and castes.	Freedom of religion	Religion
In addition to repealing the Maryland Toleration Act with the assistance of Protestant assemblymen, Claiborne and Bennett passed a new law barring Catholics from openly practicing their religion.	Freedom of religion	Religion
The Remonstrance "concretely illustrates the seventeenth century practice of speaking Scripture" and is "an unusually rich display of rhetoric and fine English style." It gives forceful religious arguments for tolerance of other religions and the separation of church and state.	Freedom of religion	Religion
Common Sense, subtitled A New Constitution for Britain is a book written by the British Labour politician Tony Benn and Andrew Hood.	Freedom of religion	Religion
As the first law on religious tolerance in British North America, it influenced related laws in other colonies and portions of it were echoed in the writing of the First Amendment to the United States Constitution, which enshrined religious freedom in American law.	Freedom of religion	Religion
However, it found that the Government was authorised to characterise the applicant associations' movement as a "sect", "youth religion", "youth sect" and "psycho-sect" and was allowed to provide the public with adequate information about it.	Freedom of religion	Religion
No one can be forced to give personal works without the right retribution and without their full consent.	Freedom of religion	Religion
Special procedures are required to amend the Articles Declaratory (see Article VIII), but Article I cannot be altered.	Freedom of religion	Religion
In 2023, the country was scored 3 out of 4 for religious freedom; this was mainly due to harassment of the Serb Orthodox community and Holocaust denial.	Freedom of religion	Religion
In this case, the government actually opposed this initiative on the grounds that it restricted the freedom of conscience and worship of Jews.	Freedom of religion	Religion
Heritage centres typically differ from most traditional museums in featuring a high proportion of "hands-on" exhibits and live or lifelike specimens and practical artifacts.	Parks	Gardening
Thus, the systematic observation is especially appealing when a researcher tries to understand the impacts of environmental interventions on physical activity.	Parks	Gardening
It features play areas such as tube mazes, slides, ball pits, and video games, as well as tables for eating.	Parks	Gardening
Of note is that this section was used for occasional diversions to or from Freyung and remained operational for over 20 years.	Parks	Gardening
However, a such exhibition needed a vast ground near the city center and implied to destroy the southern ramparts.	Parks	Gardening
Mandla Plant Fossils National Park Indroda Dinosaur and Fossil Park, Gandhinagar, Gujarat National Fossil Wood Park, Tiruvakkarai National Fossil Wood Park, Sathanur Akal Wood Fossil Park, Jaisalmer, Rajasthan Amkhoi Fossil Park, West Bengal.	Parks	Gardening
Nymphs of the Western black-legged tick, Ixodes pacificus, have been found on picnic tables at roughly the same frequency as in leaf litter.	Parks	Gardening
Around the bandstand there are white marble busts of some famous musical composers mounted on columns.	Parks	Gardening
Its market streets and squares, which were wide for the time, have been completely preserved to this day and, together with the narrow residential and craft alleys, give the picturesque old town, which consists almost exclusively of baroque half-timbered houses, a unique flair.	Parks	Gardening
National Association of State Park Directors is an organization dedicated to the preservation of state parks in the United States.	Parks	Gardening
History Military history Carnuntum first occurs in history during the reign of Augustus (6 AD), when Tiberius made it his base of operations as a Roman fort (castrum) in the campaigns against Maroboduus (Marbod).	Parks	Gardening
Germany The German word for square is Platz, which also means "Place", and is a common term for central squares in German-speaking countries.	Parks	Gardening
A Legambiente survey report cites historical counts of hundreds of gardens on the island (e.g., 322 in the early 1800s and 421 after Italian unification), while a horticultural study notes that hundreds remain in use in the modern period.	Parks	Gardening
Indeed, Paxton is widely credited as having been one of the principal influences on Olmsted and Calvert's design for New York's Central Park of 1857.	Parks	Gardening
Between 2022 and 2025, Buckinghamshire Council has led a detailed review of route options, and findings are expected to be published in the near future (as at February 2025).	Parks	Gardening
According to the Commons Act 2006, land used for informal recreation for at least 20 years can be registered as green and is then protected from development.	Parks	Gardening
The road's course was altered in 2000 to meet the A623 further east, the old route becoming the A6187.	Parks	Gardening
Proposed provincial park Alberta's provincial government under Premier Rachel Notley is proposing the new park as one way among many of "diversifying Alberta's economy through tourism.	Parks	Gardening
Mam Tor road This section of the road was first constructed in 1819 by the Sheffield & Chapel-en-le-Frith Turnpike Company using spoil from the nearby Odin Mine.	Parks	Gardening
The Upper Pobuzhzhia National Nature Park (Ukrainian: Національний природний парк «Верхнє Побужжя», lit.	Parks	Gardening
Due to its large size, Bushy Parkrun has had to adapt over the years to accommodate for its increasing popularity, differing itself from other Parkrun events.	Parks	Gardening
In fiction Völkisch author Guido von List was so impressed with the ruins that he based his first novel, Carnuntum, on the subject.	Parks	Gardening
The event has become a place of pilgrimage for runners across the globe, having many tourists every week.	Parks	Gardening
Design and purpose Parklets are designed to provide a public place for passersby to relax and enjoy the atmosphere of the city around them, in places where either current urban parks are lacking or where the existing sidewalk width is not large enough to accommodate vibrant street life activities.	Parks	Gardening
See also List of protected areas of Quebec - list of national parks and reserves in Quebec, including those under management by Sépaq References External links Sépaq (Parcs Québec) official site	Parks	Gardening
The trans-frontier structure of such 'Peace' Parks puts this problem aside, encouraging the local Governments involved to join forces in the pursuit of a cause higher than their national interest without prejudice to current national claims .	Parks	Gardening
In the late 2017, this park was closed by Chuwit Kamolvisit sold this land to Land and Houses with a value of 5,000 million baht.	Parks	Gardening
For example, the two artificial beaches in New York City and many of the manmade beaches in German cities feature enclosed beach areas open to visitors, but the spaces are managed by private entities as food and drinks venues and close frequently for concerts and events.	Parks	Gardening
The French gardens were often commissioned by members of the higher nobility, whereas the creation of gardens in Italy saw a greater involvement from the affluent patrician class.	Parks	Gardening
It was frequented by the rich burgher class and particularly popular among the officers of Gothenburg.	Parks	Gardening
I, 'The Gardens of Antiquity and the Legacy of Islam': Mesopotamian, Persian, Greek and Roman gardens), medieval Europe (chap.	Parks	Gardening
At this location was also the door, one of the five city's gates, the door of the Alpes ("Porte des Alpes" in French) which allowed people to go to Eybens or Vizille.	Parks	Gardening
The limestone monolith was cut in the Lancashire village of Cartmel in 1816 for the Furness roadmaster William Field; however, it was not erected until 1860, after his death.	Parks	Gardening
The Pavilion was rehabilitated in 2011, being arranged as a tropical forest corner and containing species of several exotic plant families.	Parks	Gardening
The site previously hosted the Pulzor neighborhood, whose residents were primarily engaged in floriculture, producing rosewater and various herbal infusions from flowers and plant roots.	Parks	Gardening
Sépaq falls under the authority of the Minister of Développement durable, de l'Environnement et des Parcs (Sustainable development, Environment and Parks) and its head office is located in Quebec City.	Parks	Gardening
In November 2018, it was revealed that Strabag had been awarded the contract for the other two sections (nominally 7.5 miles (12 km) per section on average), and so would be the sole contracting company for the tunnel project.	Parks	Gardening
Others may be more narrowly focused on a particular occupation or industry, such as rail transport or the early factories or mines around which a community developed.	Parks	Gardening
In 1999, the Waitangi Tribunal published a 520-page working paper which analysed the history of the region and concluded that the Crown had never intended to allow Tūhoe self-government.	Parks	Gardening
Corridors redeveloped as greenways often travel through both city and country, connecting them together.	Parks	Gardening
See also Greenway (landscape) Landscape architecture Landscape planning National Park Service#National Park System of the United States Principles of intelligent urbanism == References ==	Parks	Gardening
Louis south and west of downtown References External links Tower Grove Park, Official Website Missouri Botanical Garden, Official Website	Parks	Gardening
Both the pipeline and rail options were dropped in favour of a tunnel with conveyors in it during the planning stages, and through various submissions, the accepted plan was approved in June 2015.	Parks	Gardening
From October 2012 to March 2013, Los Angeles research collaborative Parklet Studies to design and implement a one-year study of the Parklets in downtown Los Angeles.	Parks	Gardening
One of the ancient houses, called the House of Lucius, has been rebuilt using traditional techniques.	Parks	Gardening
Hyde Park Gardens, also known as Hyde Park Terrace consists of two roads running adjacent to the north western corner of Hyde Park, Westminster, Greater London.	Parks	Gardening
During the undercover operation, Robert also described plans to ship cocaine from Colombia to Canada hidden inside fish.	Parks	Gardening
The cities of Urbandale, Clive, and West Des Moines all are mostly in Polk County, but have parks located in other counties which are not counted towards parks in Polk County.	Parks	Gardening
von Miller also produced a statue of the Italian navigator and explorer Christopher Columbus that was dedicated in 1886, and placed near the gates and entrance from Grand Avenue.	Parks	Gardening
Beginning in 1528, King Francis I created new gardens at the Château de Fontainebleau, which featured fountains, parterres, a forest of pine trees brought from Provence, and the first artificial grotto in France.	Parks	Gardening
The region is isolated, with State Highway 38 being the only major arterial road crossing it, running from Waiotapu near Rotorua via Murupara to Wairoa.	Parks	Gardening
New openings in the 18th and 19th centuries in London included Cremorne Gardens, Ranelagh Gardens, Royal Surrey Gardens, Vauxhall Gardens and Royal Flora Gardens.	Parks	Gardening
It transforms a stretch of riverbank into a beach experience complete with sand, deck chairs, and water activities.	Parks	Gardening
It is located in the valley of the East Okement River 1.5km southeast of Okehampton Railway Station.	Parks	Gardening
Notable residents Yvonne Hackenbroch (1912–2012), museum curator and historian of jewellery, died at no.	Parks	Gardening
The area has been completely regraded to create new hills and drainages to recover the original natural topography.	Parks	Gardening
At the southern side, the rampart walk became the Clemenceau boulevard, and at the East the Malakoff street is extended.	Parks	Gardening
Te Urewera is the rohe (historical home) of Tūhoe, a Māori iwi (tribe) known for its stance on Māori sovereignty.	Parks	Gardening
Located on Maharat Road, Phra Borom Maha Ratchawang Subdistrict, Phra Nakhon District behind the Grand Palace between Tha Tian (N8) and Tha Chang Wang Luang Pier (N9).	Parks	Gardening
Over years, these building are destroyed except the orientation tower named Perret tower from the name of its architect.	Parks	Gardening
Polk County is the most populous county in Iowa with around 500,000 residents living within the county boundaries, with the majority living in the Des Moines metro area.	Parks	Gardening
In Charlotte, North Carolina, a redesign on East Boulevard completed in three phases converted a 4 lanes into 3 lanes and improved left-turn access for vehicles.	Parks	Gardening
Text of the Open Spaces Act 1906 as originally enacted or made within the United Kingdom, from legislation.gov.uk.	Parks	Gardening
A large pool, big enough for several small boats, was constructed on the palace grounds, with inner linings of polished oval shaped stones from the seashore.	Parks	Gardening
Rather than attempting to modify user behavior to fit the design, the design should be modified to accommodate the user's natural preferences.	Parks	Gardening
The decree establishing the Botanical Garden was signed by Prince Alexandru Ioan Cuza on November 5 of that year.	Parks	Gardening
Following is a list of protected areas where fossils are preserved, known as fossil parks or fossil reserves, worldwide by country.	Parks	Gardening
Public transit accommodations, such as bus rapid transit, bus pullouts, transit signal priority, bus shelters, and dedicated bus lanes.	Parks	Gardening
The company claim that the entire route does not travel under any housing, but it does come close to some barns.	Parks	Gardening
Design response When desire lines deviate from the intended design, it is often interpreted as user delinquency, leading to the installation of barriers or "Keep Off" signs.	Parks	Gardening
Bidwell Parkway and Chapin Parkway are 200 foot wide city streets with only one lane for cars in each direction and broad landscaped medians that provide a pleasant, shaded route to the park and serve as mini-parks within the neighborhood.	Parks	Gardening
In January 2018, "Hops and Headwaters" in support of a campaign to protect the headwaters of the Bighorn Backcountry" was held in Edmonton.	Parks	Gardening
As well in 1959 the Provincial Parks Branch was established, headed by a Provincial Parks Commissioner, who reported to the parks board.	Parks	Gardening
The Labor Party was divided on the issue and did not actively support the plan during the election campaign.	Parks	Gardening
In March 2020, all PlayPlaces in restaurants located in the United States were temporarily closed due to health concerns related to the COVID-19 pandemic.	Parks	Gardening
In July 2019, ORCA lost its appeal of the City of Toronto's rezoning of the air rights over the railway tracks for parklands.	Parks	Gardening
Part One of its report, covering the period up to 1872, was published in July 2009 and found that the Crown had treated Tūhoe unfairly, especially with regard to the confiscation of a large area of land in the Eastern Bay of Plenty in 1866.	Parks	Gardening
During the nesting season large numbers of seabirds invade the Île du Corossol, including the common eider.	Parks	Gardening
Section 7(3) of the act was repealed, and the act was extended, by section 8(1) of, and schedule 2 to, the Parish Councils Act 1957 (5 & 6 Eliz.	Parks	Gardening
The second one (2009–2012) to analyse more deeply the characteristics of different periurban parks regarding management, social use and equipment.	Parks	Gardening
In 2004, the pavilion was rebuilt by the Matsu National Scenic Area Administration because it was weakened by the nature.	Parks	Gardening
It has been proposed since 2002 to be established in the Tenasserim Hills over an area of 680 mi2 (1,800 km2) and extended by 540 mi2 (1,400 km2) in 2004.	Parks	Gardening
They may be protected by railings to protect the public or be enhanced by a viewing tower designed to elevate visitors above the surrounding terrain or trees in order to offer panoramic views.	Parks	Gardening
This causes a respective increase and decrease in species, with more sensitive interior species being affect the most, ultimately lowering biodiversity.	Parks	Gardening
Most public parks have been provided and run by local authorities over the past hundred and seventy years, but these authorities have no statutory duty to fund or maintain these public parks.	Parks	Gardening
Two zinc statues of stags, en couchant and on pedestals, face each other across Center Cross Drive, just west of the Piper Palm House.	Parks	Gardening
Environment and facilities Designed in the gardenesque style by James Gurney Sr., the park has been designated a National Historic Landmark as one of the nation's finest examples of a late 19th-century public park.	Parks	Gardening
Horno ( OR-noh; Spanish: [ˈoɾno]) is a mud adobe-built outdoor oven used by the Native Americans and the early settlers of North America.	Parks	Gardening
At the park's South Grand entrance, a Christopher Columbus statue was annually commemorated by the local Italian American community.	Parks	Gardening
A tunnel to Hull would stretch for 60 miles (97 km) and need an extra 62% of tunnelling effort, time and expense.	Parks	Gardening
Kobylinec and Ptáčovský kopeček Kobylinec is a nature monument, situated in the municipality of Trnava.	Parks	Gardening
The A625 previously ran, undiverted, between Castleton and Chapel-en-le-Frith, winding its way up the south face of Mam Tor—replacing a much earlier route through the Winnats Pass.	Parks	Gardening
Inspired by this readaptation of urban space, landscape architect and professor Karl Linn proposed the transformation of vacant lots in Baltimore, Philadelphia, and Washington D.C.	Parks	Gardening
Greenprinting is the creation of conservation scenarios that help communities make informed conservation decisions.	Parks	Gardening
Three ONAs have been designated by Congress, Jupiter Inlet Lighthouse, Piedras Blancas Historic Light Station, and Yaquina Head, all of which protect lighthouses and the adjacent land.	Parks	Gardening
Whilst the intended end location is Wilton (for delivery to the Redcar Bulk Terminal [RBT]), the developers also considered the Ports of Hull and of Immingham to the south.	Parks	Gardening
George and her mother, Caroline of Brunswick, had long been estranged and his relationship with their daughter was little better.	Parks	Gardening
This area is now managed by Te Urewera Board, a body composed of both members who represent Tūhoe and the New Zealand Government.	Parks	Gardening
After publication of the decision in the Moorside Fields case, Lancashire County Council told the news media that the court had "protect[ed] this land for future generations".	Parks	Gardening
In inner-city areas, pocket parks are often part of urban regeneration efforts by transforming underutilized or blighted spaces into vibrant community assets.	Parks	Gardening
The Donnafugata Garden On 12 September 2008, the Fondo Ambiente Italiano (Italian Environment Fund) received a donation of a Pantellerian garden from the Sicilian winery Donnafugata.	Parks	Gardening
This section of the road proved highly prone to landslides, especially after periods of heavy rain, and was in constant need of repair.	Parks	Gardening
Different landscaping and infrastructure may even affect children's rates of park usage according to gender.	Parks	Gardening
Following an end to the occupation, the lands were thereafter put on the market for sale, subsequently purchased by a commercial land developer and renamed 'Park Place'.	Parks	Gardening
Due to its large turnout, Bushy Parkrun has over 40 volunteer roles including some uncommon to other Parkrun events such as a Lead Bike and Visually Impaired Guides.	Parks	Gardening
In early 2021, part of the former gravel workings at Spade Oak Lake were used to build the town of Ferrix as a temporary film set for production of the Andor season one.	Parks	Gardening
After gaining the Prince's permission to court her at Cranbourne, Charlotte was released from her house arrest in January 1816 and they were married at Carlton House in May.	Parks	Gardening
So the Bavarian state parliament, the Landtag, decided to build a single-tracked cross-country line from Deggendorf via Eging to Kalteneck with a junction to the Ilz Valley railway, passing the requisite law on 26 June 1908.	Parks	Gardening
Since 2006, from May through October, a farmers' market is held from 8-12:30 Saturday mornings just west of the Wading Pool Pavilion.	Parks	Gardening
History Tower Grove Park was originally part of La Petite Prairie, which was settled by the French in the early 18th century.	Parks	Gardening
Park district jurisdiction over public recreation is usually not exclusive; other local government bodies may also have their own parks.	Parks	Gardening
The park district holds the authority, similar to fire protection districts, to manage and raise taxes to cover park acquisition and management costs.	Parks	Gardening
State parks and national parks, and other related state and national areas, are controlled at the level of government that created them, rather than by any local park district.	Parks	Gardening
In 2016, a public referendum to convert Seattle's Alaskan Way Viaduct into an elevated park, inspired by the High Line, was strongly rejected by voters.	Parks	Gardening
The next closure again affected passenger services, this time from Deggendorf to Eging on 25 September 1981.	Parks	Gardening
Finn and Jake live in the post-apocalyptic Land of Ooo, where they interact with the other main characters of the show: Princess Bubblegum, The Ice King, Marceline the Vampire Queen, Lumpy Space Princess, and BMO.	Parks	Gardening
The two meanings of the term, as the ornamental parts of a garden, and as a commercial place of entertainment, coexisted in English from at least the 17th century.	Parks	Gardening
Transporting the product out via a railway line involved crossing the River Esk at Larpool Viaduct, and then along the Esk Valley Line via two reversals in Whitby to gain the route towards Middlesbrough.	Parks	Gardening
Records The record number of runners completing the course is 6,204 people for the 1000th event, on 31 August 2024.	Parks	Gardening
In 1929, the city rent the modern house, an exhibition attraction to install the radio "Alpes-Grenoble".	Parks	Gardening
Hortus: with the Romans, originally a place for cultivation of vegetables or fruits, later that is combined with water, trellis work and murals.	Parks	Gardening
Charlotte became infatuated with the minor prince Augustus of Prussia, despite his being seen as below the station of a likely future Queen of the United Kingdom.	Parks	Gardening
The proposed park contains a variety of flora and fauna, including 19 plant species listed in the Red Book of Ukraine, 37 regional rare species and 17 animal species found in the European Red List.	Parks	Gardening
By the 1850s much of the property was owned by German Catholics, recent immigrants from Germany's 1848 civil war.	Parks	Gardening
Closures With the increase in private transport the number of passengers on this line steadily waned, although additional stops were added and operations were switched to railbuses.	Parks	Gardening
The building was rebuilt and expanded several times in its history, notably by Sir George Carteret, who was visited there by Samuel Pepys.	Parks	Gardening
The designations are managed by the Bureau of Land Management within the National Conservation Lands.	Parks	Gardening
Some of these jurisdictions passed legislation enacting their policies into law, while others chose to implemented their policies by executive order or internal policy.	Parks	Gardening
"Alberta Environment and Parks Minister Shannon Phillips issued a statement Saturday announcing the cancellation of upcoming public information sessions in Drayton Valley, Edmonton, Red Deer and Sundre." See also List of Alberta Provincial Parks Wildlife of the Rocky Mountains Notes == References ==	Parks	Gardening
Greenprinting often involves use of state-of-the-art maps and models created with Geographic Information System (GIS) software that combines layers of spatial and demographic information to guide growth management efforts.	Parks	Gardening
The establishment was a part of a greater demand of entertainment in Gothenburg: in 1774, regular public balls was arranged in the city hall, and in 1779, the first permanent theater, Comediehuset, was founded.	Parks	Gardening
9.1 percent of the surface area of Spain is protected, including 42 percent of the Canary Islands, 30.5 percent of Andalusia, and 21.51 percent of Catalonia, with lesser percentages in the other autonomous communities.	Parks	Gardening
On June 26, 2009 King Bhumibol Adulyadej (Rama IX) named the park "Nagaraphirom", meaning "delightful park for the townspeople".	Parks	Gardening
Lockwood Beck and Lady Cross plantation will be larger caverns to accommodate the crossover in conveyors and for the passing of maintenance trains.	Parks	Gardening
Creating a sense of place by bringing together the unique characteristics of the site with the vision of the neighborhood is vital.	Parks	Gardening
In North American suburbia, there may be no physical barriers marking the front and sides of the plot, which would be very unusual in Europe, where there are generally walls, fences or hedges on three sides of the garden.	Parks	Gardening
Located on the south side of the city, the elongated 289-acre (117 ha) park extends 1.6 miles (2.6 km) from Kingshighway Boulevard east to Grand Boulevard.	Parks	Gardening
The park’s predominately residential surroundings include the neighborhoods of Southwest Garden, Shaw, Tower Grove East, and Tower Grove South.	Parks	Gardening
The point is in the English Lake District at the summit of Wrynose Pass; latitude 54°25' North, longitude 3°7' West, elevation 1289 feet (393 m) above sea level (grid reference NY276027).	Parks	Gardening
Fortress The only remaining building of the fortress is an amphitheatre, located just outside the fortress.	Parks	Gardening
As with all other parkrun events, runners must pre-register on the parkrun website and bring their barcode with them to get a recorded time for the event.	Parks	Gardening
Bushy Parkrun (stylised Bushy parkrun) is a running event that takes place every Saturday morning at 9 am in Bushy Park, Teddington, London.	Parks	Gardening
Herbaceous species on the woodland floor include bluebell, wood anemone, pignut, sanicle and common cow-wheat.	Parks	Gardening
It was followed by the cessation of goods traffic from Eging to Tittling and, with that, the closure of the entire Eging–Kalteneck section on 2 April 1995.	Parks	Gardening
As of 2015, the park, covering an area of 108,000 hectares (1,080 km2), was projected to be open by 2021.	Parks	Gardening
Terraces Terrace steps connected by stairs were built in accordance with the size and characteristics of the property.	Parks	Gardening
Halstock Wood is a Site of Special Scientific Interest (SSSI) within Dartmoor National Park in Devon, England.	Parks	Gardening
While usually associated with repurposed transportation infrastructure, some elevated parks are designed on top of buildings.	Parks	Gardening
Passive parks There is some discussion about whether natural areas that are not at an appropriate scale to perform significant ecosystem services should instead be categorized as passive parks as opposed to urban wilds.	Parks	Gardening
Both Tower Grove Park and the neighboring Missouri Botanical Garden were part of the estate of 19th-century businessman and botanist Henry Shaw.	Parks	Gardening
Five percent of the area of the old Federal Republic of Germany was to be spared from major environmental damage as a result.	Parks	Gardening
This arrangement was admired in France and adopted for the nineteenth century re-planning of Paris by Baron Haussmann.	Parks	Gardening
Other parkways, such as Park Presidio Boulevard in San Francisco, California, were designed to serve larger volumes of traffic.	Parks	Gardening
Axes, such as avenues, walkways, canals, or arcades, were introduced as overarching elements that structured the garden's perspective while taking the location and architecture of the buildings into consideration.	Parks	Gardening
After the exhibition, the park still fenced in is opened to the public who is allowed only in the walks but the rate of frequentation is strictly regulated.	Parks	Gardening
Princess Charlotte In 1814 the young Princess Charlotte, daughter of the Prince Regent (later George IV), was made a virtual prisoner at the Lodge.	Parks	Gardening
A garden is a planned space, usually outdoors, set aside for the cultivation, display, and enjoyment of plants and other forms of nature.	Parks	Gardening
The parks system expanded rapidly with 46 new parks established between 1951 and 1971, focused mostly on recreational campgrounds near lakes.	Parks	Gardening
The 47-inch (1,200 mm) wide conveyor will transport the mineral at the rate of 13 miles per hour (21 km/h) with a changeover between conveyors at the Lockwood Access Site.	Parks	Gardening
The Sept Îles Archipelago Regional Park (French: Parc régional de l'archipel des Sept Îles) is a proposed protected area in the Côte-Nord region of Quebec, Canada.	Parks	Gardening
The building, which features ten pointed cupolas along the roof line and a façade adorned with Corinthian columns, was originally built as 26 terraced houses.	Parks	Gardening
It began as part of the Iloilo River Rehabilitation Project in Iloilo City, later evolving into a popular venue for jogging and leisure, and is now lined with mangroves and other forms of riverine biodiversity.	Parks	Gardening
The railway's palace and the hydropower's palace will serve both as exhibition's palaces until the mid-1960.	Parks	Gardening
Community Greens, like other types of urban green spaces, can significantly improve the ecological functioning of urban habitats.	Parks	Gardening
The first botanical garden in Bucharest was founded in 1860 near the Faculty of Medicine by Carol Davila.	Parks	Gardening
Parklets can be designed to be either permanent fixtures, or can be designed to be temporary/seasonal in places where snow removal is a concern.	Parks	Gardening
History Its course was, until a renumbering in 2000, westerly towards Hope, Castleton and Chapel-en-le-Frith where it joined the A6.	Parks	Gardening
Finally, in the early 1990s all of Alberta's parks and protected areas were consolidated under the management of Alberta Parks.	Parks	Gardening
In New South Wales, there are planned marine parks which will stretch along the coastline of the entire state.	Parks	Gardening
'Haslach in the Kinzig valley'; Low Alemannic: Haaslä) is a small city in the Black Forest in the district Ortenaukreis, Baden-Württemberg in south-western Germany.	Parks	Gardening
The use of SOPARC in park monitoring would allow for more consistent and comprehensive monitoring of parks.	Parks	Gardening
Experts studying child development, including Tim Gill, have written about the overprotective bias in the provision for children, particularly in playgrounds.	Parks	Gardening
The Council’s legal officer set out that "The provisions within the act provide essentially that in order to provide a country park you have to have the agreement (either you own the land, or you have to have the agreement of adjacent or adjoining landowners).	Parks	Gardening
Some are open-air museums – heritage parks – devoted to depiction of daily life or occupational activity at a particular time and place, and may feature re-creations of typical buildings of an era.	Parks	Gardening
A paradeisos was a playground for the Persian nobility, combining parklands, orchards and hunting grounds.	Parks	Gardening
Early in the 20th century, housing developments influenced by the garden city movement, initiated by Ebenezer Howard in 1898, featured detached houses with undivided "communal grass areas" in front of them.	Parks	Gardening
Their height can vary from one to over three meters, depending on the size of the plants grown within them (almost always citrus fruits).	Parks	Gardening
The stone was found fallen and damaged in summer 2017, but was once again repaired and restored to its original location.	Parks	Gardening
In some states, such as Illinois, park districts are also authorized to have their own park police departments, independent of the other local police departments or state or national park police.	Parks	Gardening
It was also admired by Frederick Law Olmsted and used to create the famous Emerald Necklace in Boston.	Parks	Gardening
References in the act to charity law have been updated on several occasions, including by the Charities Act 1960, the Charities Act 1993, the Charities Act 2006, and the Charities Act 2011.	Parks	Gardening
There is a large variety of waterfowl in and around the lake, including kingfisher, grebe and wigeon.	Parks	Gardening
It has a surface of 18.2 hectares (45.0 acres), including 4,000 square metres (1 acre) of greenhouses, and has more than 10,000 species of plants.	Parks	Gardening
In the 1820s, the park was destroyed and divided into residential areas, and in 1906, the Vauxhall building was torn down.	Parks	Gardening
