text	topic	parent_L1
Winton and a team identified those children most at risk from the thousands of refugees driven south following the Nazi invasion of the Sudetenland.	Jewish emigration from Nazi Germany	Politically motivated migrations
Geggel had a son in 1949, Thomas Geggel, who became a Stasi officer (reaching the rank of Oberleutnant by 1980), among other things responsible for healthcare facilities in Berlin-Lichtenberg.	Jewish emigration from Nazi Germany	Politically motivated migrations
Legacy American director Wes Anderson is a great fan of The Red Shoes, and once boasted that he knew all of Walbrook's dialogue in that film by heart.	Jewish emigration from Nazi Germany	Politically motivated migrations
The association shares their stories, honours those who made the Kindertransport possible, and supports charitable work that aids children in need.	Jewish emigration from Nazi Germany	Politically motivated migrations
He was re-elected on the Alignment list in 1969 and between 1970 and 1972 served as the Labor Party's deputy secretary.	Jewish emigration from Nazi Germany	Politically motivated migrations
With the founding of Israel, Mossad LeAliyah Bet served as a basis for the agency Lishkat Hakesher (Liaison Bureau), codenamed Nativ (נתיב "Path"), created in 1953 and also headed by Meirov, which brought Jews from Soviet bloc, the Arab world, and other countries.	Jewish emigration from Nazi Germany	Politically motivated migrations
Among the most celebrated productions during Solti's time in charge was Schoenberg's Moses and Aaron in the 1965–66 and 1966–67 seasons.	Jewish emigration from Nazi Germany	Politically motivated migrations
Ralph Alexander Beyer (6 April 1921 – 13 February 2008) was a German letter-cutter, sculptor and teacher.	Jewish emigration from Nazi Germany	Politically motivated migrations
He established strong links with fellow public health researchers in the United States, Australia and Japan.	Jewish emigration from Nazi Germany	Politically motivated migrations
Rebibo has been dean of the Phoenix Hebrew Academy and senior rabbi of Beth Jacob Congregation in Phoenix, Arizona, since 1965.	Jewish emigration from Nazi Germany	Politically motivated migrations
Since that time and until the founding of Israel, the Mossad LeAliyah Bet was able to bring an additional 64 ships with over 70,000 Jewish immigrants (many of whom were Holocaust survivors).	Jewish emigration from Nazi Germany	Politically motivated migrations
It was funded directly by the American Jewish Joint Distribution Committee (the JDC), and was not subject to the control of the Jewish Agency who operated their own Aliyah department headed by Yitzhak Rafael.	Jewish emigration from Nazi Germany	Politically motivated migrations
Later he focused on exercises to train more than 1,200 recruits prior to departure for Mandatory Palestine.	Jewish emigration from Nazi Germany	Politically motivated migrations
Support for Israel Rich was a strong supporter of Israel throughout his life, having donated around $150 million to institutions such as the Israel Museum, Tel Aviv Museum, research centers, theaters, as well as numerous other documented causes over the years.	Jewish emigration from Nazi Germany	Politically motivated migrations
Her parents and siblings all managed to leave Germany by June 1940 mostly settling in England and California.	Jewish emigration from Nazi Germany	Politically motivated migrations
Gruenwald was sued for libel by the Israeli government on Kasztner's behalf, resulting in a trial that lasted two years.	Jewish emigration from Nazi Germany	Politically motivated migrations
In what at his arrival was Palestine and later the state of Israel, he worked as a librarian in Jerusalem until his death in 1964.	Jewish emigration from Nazi Germany	Politically motivated migrations
"Die erfolgreiche Behandlung eines Falles von Gonokokkensepsis mit Meningokokkenserum1." DMW-Deutsche Medizinische Wochenschrift 47.31 (1921): 891-891.	Jewish emigration from Nazi Germany	Politically motivated migrations
They included 194 women; 77 children; and more than 100 former members of the Czechoslovak Army, which had been disbanded after Germany occupied Bohemia and Moravia.	Jewish emigration from Nazi Germany	Politically motivated migrations
When Hungary was invaded by Nazi Germany in March 1944, Stern, along with his family, escaped on the Kastner train, which carried 1,684 Jews to safety in Switzerland.	Jewish emigration from Nazi Germany	Politically motivated migrations
The couple would soon after be found dead together by a physician on a routine visit to their home in Bristol.	Jewish emigration from Nazi Germany	Politically motivated migrations
He and his brother changed their name from Landsberger to Land on the advice of a careers advisor at the LSE.	Jewish emigration from Nazi Germany	Politically motivated migrations
After earning his doctorate, Ernst Ising worked for a short time in business before becoming a teacher, in Salem, Strausberg and Crossen, among other places.	Jewish emigration from Nazi Germany	Politically motivated migrations
This would allow for the required objective formulations because it is based on spatio-temporal coordinates.	Jewish emigration from Nazi Germany	Politically motivated migrations
Zionist activity and organized immigration of European Jews Perl was a protégé of the Revisionist Zionist movement of Vladimir Jabotinsky.	Jewish emigration from Nazi Germany	Politically motivated migrations
Her duties were taken over by Alice Neven-DuMont, who incorporated the Mothers' Recreation Association founded by Else Falk into the Nazi Women's Association on July 18, 1933.	Jewish emigration from Nazi Germany	Politically motivated migrations
He attended a monastery school and considered becoming a monk, but eventually decided to become an actor.	Jewish emigration from Nazi Germany	Politically motivated migrations
Karl Grünwald (1899-1964) was an Austrian textiles trader and art collector and owner of one of the largest collection of Impressionist paintings.	Jewish emigration from Nazi Germany	Politically motivated migrations
Following Latvia's occupation by the Soviet Union, he was exiled to Turkmenistan due to his Zionist activities.	Jewish emigration from Nazi Germany	Politically motivated migrations
The Jewish Rosh Pinna colony accommodated 24 Romanian and 4 Russian Jewish families making a total of 140 people.	Jewish emigration from Nazi Germany	Politically motivated migrations
Chirot served at the United States Institute of Peace in Washington, D.C., as a senior fellow from 2004 to 2005, and has received grants from many organizations, including the John Simon Guggenheim Foundation, the Mellon Foundation, the Rockefeller Foundation, and the U.S.	Jewish emigration from Nazi Germany	Politically motivated migrations
The organisation was founded as a work study training program but became a means to save Jewish children from the growing Nazi regime.	Jewish emigration from Nazi Germany	Politically motivated migrations
In February 1946, Schulman and his mother were repatriated to United States through the Hebrew Immigrant Aid Society (HIAS).	Jewish emigration from Nazi Germany	Politically motivated migrations
When on February 14, 1947, Britain informed the United Nations that it would no longer administer the mandate for Palestine, some 28,000 Jews were still interned in the camps of Cyprus.	Jewish emigration from Nazi Germany	Politically motivated migrations
News of the flight was covered by journalists and photographers at the time and has since received widespread media attention, with Winton featured in photographs with Hansi.	Jewish emigration from Nazi Germany	Politically motivated migrations
Although Braun-Dusemond produced many colourful realistic paintings of his surroundings, his artistic inclinations were always focused on the abstract.	Jewish emigration from Nazi Germany	Politically motivated migrations
Frisch and Rudolf Peierls worked together in the Physics Department at the University of Birmingham 1939–40.	Jewish emigration from Nazi Germany	Politically motivated migrations
Career Early in the Second World War, Sperber joined the Oxford Pilgrim Players; he gained experience directing the company on tour in Case 27 VC and spending a season in London even during the Blitz.	Jewish emigration from Nazi Germany	Politically motivated migrations
Lack of gratitude from visa recipients The emphasis of Maglione's letter was not on the failure of a diplomatic effort, but chagrin at the alleged conduct and lack of gratitude of the recipients of the visas.	Jewish emigration from Nazi Germany	Politically motivated migrations
In 1910, a book review in the Journal of the American Medical Association described Bendix as "one of Germany's greatest pediatricians." The book was published in eight editions and translated into French, Italian, Russian, and Spanish.	Jewish emigration from Nazi Germany	Politically motivated migrations
Aviezri Siegmund Fraenkel (Hebrew: אביעזרי פרנקל; born June 7, 1929) is an Israeli mathematician who has made contributions to combinatorial game theory.	Jewish emigration from Nazi Germany	Politically motivated migrations
However, he was not able to leave for Palestine with his family before the invasion of Poland in 1939 due to health issues.	Jewish emigration from Nazi Germany	Politically motivated migrations
Louis set sail from Hamburg to Havana, Cuba on May 13, 1939, carrying 937 passengers, most of them Jewish refugees seeking asylum from Nazi persecution in Germany.	Jewish emigration from Nazi Germany	Politically motivated migrations
They worked on creating a school for retraining women who had been dismissed from the factories where they had replaced men during the First World War.	Jewish emigration from Nazi Germany	Politically motivated migrations
He finished first in 1931/32, 1932/33 and 1933/34, he finished in a tie for first place with Max Euwe and Sir George Thomas in 1934/35, and he was second behind Reuben Fine in 1935/36.	Jewish emigration from Nazi Germany	Politically motivated migrations
At the end of December 2012 he came down with severe pneumonia, and was rushed to Ma'ayanei Hayeshuah Hospital in Bnei Brak on the morning of January 1, 2013 (19 Tevet 5773), where he died.	Jewish emigration from Nazi Germany	Politically motivated migrations
With them he conducted the Icelandic premieres of many key works, including Beethoven's Symphony No.	Jewish emigration from Nazi Germany	Politically motivated migrations
At the age of 18, Capa moved to Vienna, later relocated to Prague, and finally settled in Berlin: all cities that were centers of artistic and cultural ferment in this period.	Jewish emigration from Nazi Germany	Politically motivated migrations
Jozef was an old friend of Louis Radza's, and had previously offered assistance if the family ever required it.	Jewish emigration from Nazi Germany	Politically motivated migrations
Thorold Dickinson cast Walbrook in Gaslight (1940), in the role played by Charles Boyer in the later Hollywood remake.	Jewish emigration from Nazi Germany	Politically motivated migrations
At fourteen, he started a periodical, Haladás ("Progress"), which sold only four copies, and a secondary publication, Életképek ("Panorama"), selling only 20 copies.	Jewish emigration from Nazi Germany	Politically motivated migrations
In November that year, he was asked by Prime Minister David Ben-Gurion to help establish an Israeli Navy.	Jewish emigration from Nazi Germany	Politically motivated migrations
Notice that the product of spins is either +1 if the two spins are the same (aligned), or −1 if they are different (anti-aligned).	Jewish emigration from Nazi Germany	Politically motivated migrations
Memorials There are memorials to those killed aboard Mefküre at the Giurgiului Cemetery in the south of Bucharest in Romania and at Ashdod in Israel.	Jewish emigration from Nazi Germany	Politically motivated migrations
Koppel played chamber music in the Koppel Quartet and accompanied singers including Aksel Schiøtz and his daughter Lone Koppel.	Jewish emigration from Nazi Germany	Politically motivated migrations
Later years and death At the outbreak of the Second World War, Friedman was in Europe, but managed to escape when a concert tour in Australia was offered at the last moment.	Jewish emigration from Nazi Germany	Politically motivated migrations
In 2008, he advised minister Rafi Eitan in the creation of an emergency plan for providing a safety net to pension funds in Israel.	Jewish emigration from Nazi Germany	Politically motivated migrations
She also became a coach, teacher and consultant for many artists and productions, especially in the New York area, on matters of Yiddish singing style, diction, and Jewish opera and art song, and an instructor at the Hebrew Arts School for Music and Dance.	Jewish emigration from Nazi Germany	Politically motivated migrations
So we had to think ahead to what kind of changes there will be, particularly in industry and the increasing role of knowledge, computerisation and so on.	Jewish emigration from Nazi Germany	Politically motivated migrations
The visas were formally conceded by Vargas, through Brazil's Conselho de Imigração e Colonização (CIC), on June 20, 1939.	Jewish emigration from Nazi Germany	Politically motivated migrations
Following the introduction of sound film he made several French-language films at the Twickenham Studios in the United Kingdom until his Paris studios were equipped for sound production.	Jewish emigration from Nazi Germany	Politically motivated migrations
Hartung-Gorre Verlag, Konstanz 1998 (Autobiographie und Beiträge, deutsch und engl.), ISBN 3-89191-888-7.	Jewish emigration from Nazi Germany	Politically motivated migrations
Early life Herbert Tannenbaum was the son of Benni Tannenbaum (1860–1916) and his wife Emma, née Levi (1871–1922).	Jewish emigration from Nazi Germany	Politically motivated migrations
Biography Born in Zagórów in the Russian Empire (today in Poland), Mazur received a religious education.	Jewish emigration from Nazi Germany	Politically motivated migrations
In 1935, he was elected to the executive committee of the Zionist Federation, and was also a member of the presidium of the Zionist Executive Committee for several years.	Jewish emigration from Nazi Germany	Politically motivated migrations
Shortly before the 1965 elections Sha'ari and several other Progressive Party members left the Liberal Party to establish the Independent Liberals, with Sha'ari becoming head of its Economic Committee.	Jewish emigration from Nazi Germany	Politically motivated migrations
According to Dana Janklowicz-Mann: Jewish men were being picked up and put into concentration camps.	Jewish emigration from Nazi Germany	Politically motivated migrations
His great-grandfather, Feivel Rohatyn, was Chief Rabbi of Zlotshov, 50 km from Ukrainian town Rohatyn.	Jewish emigration from Nazi Germany	Politically motivated migrations
Serena Modigliani-Calabi, active to the end in progressive politics, most notably with the League of Women Voters, and an outspoken believer in participatory democracy, died in 2008.	Jewish emigration from Nazi Germany	Politically motivated migrations
Emigrant plans Starting from 1934, one year after the Nazi Party gained control over Germany, some people chose China as a shelter for Jewish refugees.	Jewish emigration from Nazi Germany	Politically motivated migrations
In 2012, she spoke at a memorial ceremony in the Martyrs' Forest in Jerusalem Hills, commemorating Norwegian Jews murdered in the Holocaust and remembering those who helped hide and protect Jews in Norway.	Jewish emigration from Nazi Germany	Politically motivated migrations
After 1933, the Kerr family lived in Switzerland, France and finally the United Kingdom, as noted in the work of Judith Kerr.	Jewish emigration from Nazi Germany	Politically motivated migrations
Final voyage and sinking On 3 August 1944 three small old merchant ships, overcrowded with about 1,000 Jewish refugees, left the Romanian port of Constanța at about 20:30 hrs.	Jewish emigration from Nazi Germany	Politically motivated migrations
The Madagascar Plan (German: Madagaskarplan) was a plan proposed by the Nazi German government to forcibly relocate the Jewish population of Europe to the island of Madagascar.	Jewish emigration from Nazi Germany	Politically motivated migrations
His first book, Words and Things (1959), sparked a leading article in The Times, which then published a month-long correspondence on his analytical critique of linguistic philosophy.	Jewish emigration from Nazi Germany	Politically motivated migrations
During his election campaign, Nawi rejected the notion that he was chosen for his ethnic background, but twelve years later wrote that this had been in fact the reason.	Jewish emigration from Nazi Germany	Politically motivated migrations
With the rise of Nazi Germany, he left Prague with his father and uncles, settling in Paris, where he studied art with Othon Friesz, among others.	Jewish emigration from Nazi Germany	Politically motivated migrations
Miliband invited both John Saville, his wife Marion, and other notable scholars, academics, and experts in socialist education, such as Hilary Wainwright and Doreen Massey to the Trust.	Jewish emigration from Nazi Germany	Politically motivated migrations
Patrol work during 1915 and 1916 consisted of summers in Alaskan waters with sealing treaty duties, law enforcement, search and rescue, medical assistance to fishermen and others, and the delivery of mail to remote camps.	Jewish emigration from Nazi Germany	Politically motivated migrations
In his early youth, Gorelick learned in the Łomza Yeshiva, and then spent ten years in the Chofetz Chaim's yeshiva in Radin, where he learned with Rabbi Naftoli Trop and Rabbi Moshe Landynski.	Jewish emigration from Nazi Germany	Politically motivated migrations
on Arthur Schnitzler from TCD in 1945, where he was assistant to the Professor of German, Max Liddell, from 1943 to 1946.	Jewish emigration from Nazi Germany	Politically motivated migrations
Forest School for Sickly Children) the world's first open-air school, to improve the health of children—specifically those susceptible to tuberculosis.	Jewish emigration from Nazi Germany	Politically motivated migrations
For decades, Aram had sought to recover the painting, called “The Rape of Tamar,” and attributed to the French artist Eustache Le Sueur, which he said had been taken by a businessman, Oskar Sommer, who purchased his home in Germany.	Jewish emigration from Nazi Germany	Politically motivated migrations
At the age of 19 he went to study at the Mir Yeshiva, in Poland, under the tutelage of the Mashgiach, Rav Yeruchom Levovitz.	Jewish emigration from Nazi Germany	Politically motivated migrations
Nine Suitcases Zsolt's memoir Nine Suitcases has been called "Hungary's finest contribution to Holocaust writing".	Jewish emigration from Nazi Germany	Politically motivated migrations
Some critics believe these show the influence of Thomas Mann's novel Buddenbrooks; Singer had translated Mann's Der Zauberberg (The Magic Mountain) into Yiddish as a young writer.	Jewish emigration from Nazi Germany	Politically motivated migrations
In 1954, he became a member of the Histadrut's executive committee and was a member of its planning committee between 1954 and 1969.	Jewish emigration from Nazi Germany	Politically motivated migrations
Legacy The Canadian heirs of Oskar Federer filed restitution claims against several Czech galleries, obtaining the restitution of twenty paintings that belonged to Oskar Federer before the Second World War.	Jewish emigration from Nazi Germany	Politically motivated migrations
Following the birth of the new state, Sternberg continued to serve his country as Director of the Investment Centre at the Ministry of Trade.	Jewish emigration from Nazi Germany	Politically motivated migrations
Sources sometimes identify him as "Jussuf" which was the pseudonym under which his regular contributions to the Berliner Börsen-Courier (newspaper) appeared.	Jewish emigration from Nazi Germany	Politically motivated migrations
Meirowsky raised the donation to three million gold market in 1919, but war, inflation and other problems hampered plans.	Jewish emigration from Nazi Germany	Politically motivated migrations
He became a member of the Jerusalem Workers' Council in 1946, and was chairman of the Bulgarian Immigrants Association between 1949 and 1950.	Jewish emigration from Nazi Germany	Politically motivated migrations
Throughout the 1960s, Sanbar was responsible for the government's policy on wages, extending beyond the civil service and in concern with all sectors of the economy.	Jewish emigration from Nazi Germany	Politically motivated migrations
They also opposed the Anti-Nazi boycott of 1933 fearing that it could make the existing Nazi boycott of Jewish businesses more severe.	Jewish emigration from Nazi Germany	Politically motivated migrations
British forces took the island from Vichy France in the Battle of Madagascar in November 1942 and control was transferred to the Free French.	Jewish emigration from Nazi Germany	Politically motivated migrations
Establishment of the Board was thanks to the team at the Treasury Deportment and relentless long-term information campaign and pressure by Hillel Kook's high-level rescue activist group.	Jewish emigration from Nazi Germany	Politically motivated migrations
During World War I, she initiated numerous social projects, especially to alleviate the plight of war invalids and widows with their children.	Jewish emigration from Nazi Germany	Politically motivated migrations
He studied at the University of Breslau, where he was a member of the Zionist Students Association, and was certified as a lawyer.	Jewish emigration from Nazi Germany	Politically motivated migrations
In 1926 he was responsible for the sets on Die Pratermizzi, and in 1927 for the scenery and buildings of the enormously successful Café Elektric directed by Gustav Ucicky.	Jewish emigration from Nazi Germany	Politically motivated migrations
Theodore Fried (May 19, 1902 -1980 - known to his friends as Tivadar Fried) was a Hungarian artist, who worked in Vienna, Paris and New York.	Jewish emigration from Nazi Germany	Politically motivated migrations
Ernst Snapper (December 2, 1913, Groningen – February 5, 2011, Chapel Hill, North Carolina) was a Dutch-American mathematician, known for his research in commutative algebra, algebraic geometry, cohomology of groups, character theory, and combinatorics.	Jewish emigration from Nazi Germany	Politically motivated migrations
It contained two extra chapters (Confessions of a Jewish Dissident and The Other Zionism) both of which had originally appeared as articles published in the New York Review of Books.	Jewish emigration from Nazi Germany	Politically motivated migrations
Works Anschauung und Begriff, 1913 (Co-author, Max Brod) Organische Demokratie, 1918 Gnade und Freiheit.	Jewish emigration from Nazi Germany	Politically motivated migrations
Kasztner, then 36 years old, decided to move to Budapest to look for a job, leaving his wife behind in Kolozsvár.	Jewish emigration from Nazi Germany	Politically motivated migrations
Modernism was the artistic fad sweeping through Latin America and artists in Venezuela participated enthusiastically.	Jewish emigration from Nazi Germany	Politically motivated migrations
Born in Italy, he emigrated at the age of two with his family to New York in 1938 to escape effects of the Race Laws.	Jewish emigration from Nazi Germany	Politically motivated migrations
He was the only son (he had one elder half-sister from his father's previous marriage) of Kálmán Pressburger, estate manager, and his second wife, Kätherina (née Wichs).	Jewish emigration from Nazi Germany	Politically motivated migrations
There, he worked as the deputy director of the National Research and Memorial Centres of Classical German Literature in Weimar (predecessor of Klassik Stiftung Weimar) and as the associate editor of the Weimarer Beiträge.	Jewish emigration from Nazi Germany	Politically motivated migrations
In 1961, he was elected to the Knesset on the Liberal Party list (which had been formed by a merger of the Progressive Party and the General Zionists).	Jewish emigration from Nazi Germany	Politically motivated migrations
With the German takeover in March 1939, the remaining balance was retrieved by Britain to be used for resettlement of Czech refugees.	Jewish emigration from Nazi Germany	Politically motivated migrations
He contributed to the theory of general relativity, and was the first to analyze the inertial and gravitational interaction of negative mass and the first to explicate correctly the nature of gravitational waves.	Jewish emigration from Nazi Germany	Politically motivated migrations
He worked in the 1970s on other classical solutions of Yang–Mills equations and conformally invariant quantum field theory.	Jewish emigration from Nazi Germany	Politically motivated migrations
Kasztner was one of the leaders of the Budapest Aid and Rescue Committee (Va'adat Ezrah Vehatzalah, or Vaada), which smuggled Jewish refugees into Hungary during World War II.	Jewish emigration from Nazi Germany	Politically motivated migrations
He was one of three Irgun members executed for their part in the Acre Prison break, which triggered the Irgun's retaliatory hanging of two British soldiers.	Jewish emigration from Nazi Germany	Politically motivated migrations
After the New York City fiscal crisis By the time Bill Clinton was elected, Rohatyn had aspired to be United States Secretary of the Treasury since the 1970s.	Jewish emigration from Nazi Germany	Politically motivated migrations
She appeared with Tauber in the Berlin Premiere of Lehar's operetta Paganini in January 1926 at the Deutsches Künstlertheater, and in a new production at the Theater des Westens in April 1930, both conducted by the composer.	Jewish emigration from Nazi Germany	Politically motivated migrations
This is a result of desegregation, rising incomes and increased access to financial aid, which has created more college options for Black students.	Jewish emigration from Nazi Germany	Politically motivated migrations
The tribute train was the centrepiece of a wider cultural awareness project known as 'Inspiration by Goodness', organised by the Czech government.	Jewish emigration from Nazi Germany	Politically motivated migrations
Personal life In 1940 Gego met Venezuelan urban planner Ernst Gunz at the architectural firm where she worked with other architects to design the Los Caobos housing estate for Luis Roche.	Jewish emigration from Nazi Germany	Politically motivated migrations
He broke off his education and worked first in Simmern, then Saarbrücken, Saargemünd and finally in 1885 in Aachen.	Jewish emigration from Nazi Germany	Politically motivated migrations
Uri Zvi Greenberg (Hebrew: אורי צבי גרינברג; September 22, 1896 – May 8, 1981; also spelled Uri Zvi Grinberg) was an Israeli poet, journalist and politician who wrote in Yiddish and Hebrew.	Jewish emigration from Nazi Germany	Politically motivated migrations
On 9 February 1947, the wooden brigantine Lanegev (647 passengers) was captured by HMS Chieftain after a battle which left one refugee dead.	Jewish emigration from Nazi Germany	Politically motivated migrations
He represented Czechoslovakia in the Davis Cup during the 1930s, was captain of the team, and had a record of 18-19.	Jewish emigration from Nazi Germany	Politically motivated migrations
It was nominated for seven Academy Awards, including Best Picture, Director, Screenplay and Actress; Wilder co-wrote it with Raymond Chandler.	Jewish emigration from Nazi Germany	Politically motivated migrations
The founding of the State of Israel in 1948 brought massive migration of European Jewish refugees from displaced persons camps to Israel.	Jewish emigration from Nazi Germany	Politically motivated migrations
In popular media The 1960 film Exodus, adapted from the book of the same name by Leon Uris, starts with the arrival of Jews in a camp.	Jewish emigration from Nazi Germany	Politically motivated migrations
Patria was about to depart with about 1,800 Jewish refugees whom the British authorities were deporting to Mauritius.	Jewish emigration from Nazi Germany	Politically motivated migrations
Honours In the 1970 New Years Honours, Radzinowicz was appointed a Knight Bachelor in recognition of his work at the University of Cambridge.	Jewish emigration from Nazi Germany	Politically motivated migrations
At the institution, the children were taught Catholic prayers and attended church services to preserve their cover, while secretly continuing their Jewish education.	Jewish emigration from Nazi Germany	Politically motivated migrations
He then went to the German University in Prague he received a medical degree in 1898 and became interested in physiological chemistry through the influence of Karl H.	Jewish emigration from Nazi Germany	Politically motivated migrations
During this time, in October 1949, the Soviet occupation zone was relaunched as the German Democratic Republic, a new kind of German one-party dictatorship, sponsored by the Soviet Union, and with its defining social and political structures modelled on those of the Soviet Union itself.	Jewish emigration from Nazi Germany	Politically motivated migrations
He seriously considered an offer of a position at Cambridge from William Lawrence Bragg, but decided to return to Birmingham.	Jewish emigration from Nazi Germany	Politically motivated migrations
Ferdy Mayne (born Ferdinand Philip Mayer-Horckel; 11 March 1916 – 30 January 1998), also spelled Ferdie Mayne, was a German-British actor.	Jewish emigration from Nazi Germany	Politically motivated migrations
At the age of 16, she was allowed to participate in the youth section of the 1908 Vienna Art Show with 30 watercolors.	Jewish emigration from Nazi Germany	Politically motivated migrations
Activism Inter-Allied Women's Conference 1919 In 1919, Sonnino was an Italian delegate to the Inter-Allied Women's Conference in Paris.	Jewish emigration from Nazi Germany	Politically motivated migrations
Prior to adopting the Hebraic name in 1955, his name was Viktor Fischl, Dagan, being related to the Hebrew word dag (fish), an approximate translation of Fischl as a diminutive of "fish".	Jewish emigration from Nazi Germany	Politically motivated migrations
Deutsche Grammophon (CD) Franck: Symphonic Variations for piano and orchestra (with Herbert von Karajan and The Berlin Philharmonic) Haydn: Sonatas Hob.XVI/20,37 & 52, RCA Red Seal (LP) Liszt: Piano sonata in B minor.	Jewish emigration from Nazi Germany	Politically motivated migrations
To finance his flight, he was forced to sell his art collection at a "Jewish auction" on November 18, 1938, at the Berlin auction house H.	Jewish emigration from Nazi Germany	Politically motivated migrations
She describes how "during his testimony the only serious incidents in the audience took place; people screamed at the witness in Hungarian and in Yiddish, and the court had to interrupt the session." Freudiger, 'shaken', responds to the audience.	Jewish emigration from Nazi Germany	Politically motivated migrations
According to Lachmann, Albert Göring "terrorized the Rumanian government" into issuing more shares that his firm then acquired.	Jewish emigration from Nazi Germany	Politically motivated migrations
Elias Tcherikower (Yiddish: אליהו טשעריקאָװער; July 31, 1881 – August 8, 1943) was a Ukrainian Jewish historian and co-founder of the Yiddish Scientific Institute (YIVO).	Jewish emigration from Nazi Germany	Politically motivated migrations
The so-called Curaçao-visa were issued by the Dutch consul Jan Zwartendijk, who went against the consular guidelines to give the Jewish refugees a means of escape.	Jewish emigration from Nazi Germany	Politically motivated migrations
For the next 12 years, Mirowski and his colleagues developed their device and miniaturized it to be implanted in patients.	Jewish emigration from Nazi Germany	Politically motivated migrations
In it, she explains that only through experience can artists, and architects in particular, learn their medium: Images and theories about architecture would not further their artistic training.	Jewish emigration from Nazi Germany	Politically motivated migrations
Mordechai Bibi (Hebrew: מרדכי ביבי; 1 July 1922 – 5 February 2023) was an Israeli politician who served as a member of the Knesset for Ahdut HaAvoda and its successors between 1959 and 1974.	Jewish emigration from Nazi Germany	Politically motivated migrations
The exact number is not certain, but a collation of six separate lists produced a total of 791 passengers and 10 crew.	Jewish emigration from Nazi Germany	Politically motivated migrations
Career Following independence, he then spent time in the Israel Defense Forces and Shin Bet before being recruited by the Mossad in the 1960s.	Jewish emigration from Nazi Germany	Politically motivated migrations
The following year, Cristalleries De Compiègne established a factory on Boulevard Malesherbes and a gallery on Avenue de Paris (both in Paris), and adopted the brand Verrerie d'Art Degué, "Degué" being short for "David Guéron".	Jewish emigration from Nazi Germany	Politically motivated migrations
As the passengers were attempting to illegally immigrate to Palestine in violation of the restrictions laid out in the White Paper of 1939, British diplomats informed the Turkish government no such permission would be given.	Jewish emigration from Nazi Germany	Politically motivated migrations
Stephen Heilman's artificial pacemaker company to develop the first implantable cardioverter-defibrillator.	Jewish emigration from Nazi Germany	Politically motivated migrations
He joined the ranks of the Pioneer Corps and later became a non-commissioned officer in Allied counter-intelligence in Italy and Austria.	Jewish emigration from Nazi Germany	Politically motivated migrations
Pullam joined Racker's staff in 1953, and decided to uncover the mechanism of ATP synthesis in mitochondria and chloroplasts.	Jewish emigration from Nazi Germany	Politically motivated migrations
Yohanan Bader, Jan Bader (Hebrew: יוחנן בדר; 19 August 1901 – 16 June 1994) was a Revisionist Zionist leader and Israeli politician.	Jewish emigration from Nazi Germany	Politically motivated migrations
Although his research materials (e.g., written interview notes, interview recordings and primary documents not located in archives) could support his arguments, Gomolak has not made them available for external review.	Jewish emigration from Nazi Germany	Politically motivated migrations
Honours Djanogly was appointed a Commander of the Order of the British Empire in the 1983 Birthday Honours and knighted in the 1993 New Year Honours for charitable services.	Jewish emigration from Nazi Germany	Politically motivated migrations
This allowed the members of the brigade to engage in rescue activities without undue interruption or objection from the occupying powers.	Jewish emigration from Nazi Germany	Politically motivated migrations
Kornblit fled the country with his parents and sister, Dora, in 1940, just months before the invasion of Belgium by Nazi Germany.	Jewish emigration from Nazi Germany	Politically motivated migrations
of the Nazis, and thereby made it easier for them to perform the work of mass destruction." All five judges dismissed the appeal related to the charge that Kastner had helped Kurt Becher escape punishment after the war by writing him a letter of recommendation.	Jewish emigration from Nazi Germany	Politically motivated migrations
Leitner was elected president of the Orthodox Jewish congregation of Oradea in December 1941, succeeding his mentor István Ullmann, who died in labour service.	Jewish emigration from Nazi Germany	Politically motivated migrations
Walter Neurath (1903–1967) was a British publisher, the co-founder in 1949, with his wife, Eva Neurath, of Thames & Hudson.	Jewish emigration from Nazi Germany	Politically motivated migrations
The Revisionist newspaper in Palestine, Hazit Haam published a sharp denunciation of those involved in the agreement as "betrayers", and shortly afterwards one of the negotiators, Haim Arlosoroff was assassinated.	Jewish emigration from Nazi Germany	Politically motivated migrations
Heinrich-Hartmut Richard Gustav "Henry" Arnhold (September 15, 1921 – August 23, 2018) was an American banker and philanthropist.	Jewish emigration from Nazi Germany	Politically motivated migrations
For Lukraphon Hebräische Melodie (Achron) Andantino (Martini) Csárdás (Hubay) Spanish danse from the opera La Vida Breve (Manuel de Falla) Reissues Horst J.P.	Jewish emigration from Nazi Germany	Politically motivated migrations
On 13 August 1915 she was commissioned as HMCS Hochelaga – an historic name associated with Canada, the voyages of Jacques Cartier, and the city of Montreal.	Jewish emigration from Nazi Germany	Politically motivated migrations
Begin was arrested by the Soviet police in the middle of a chess game with Scheib, and it was several years before their next encounter.	Jewish emigration from Nazi Germany	Politically motivated migrations
However, only in 2000 did Iris Posner have the realization and then implement it, that these children should be considered a significant distinct group of Holocaust Survivors, which should be discussed in the truly public domain.	Jewish emigration from Nazi Germany	Politically motivated migrations
He narrowly missed out on a seat in the elections for the first Knesset in 1949, but entered the parliament when Moshe Kelmer resigned on 11 March that year.	Jewish emigration from Nazi Germany	Politically motivated migrations
30 March 1966 in Tallinn) Work During World War I, Kraus worked on topics in relation to war and ethics and wrote important works in the field of public international law.	Jewish emigration from Nazi Germany	Politically motivated migrations
